Customer ID,Interested in sustainable range,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
128084,0,F,35-44,19.47,20.88,14.26,16.12,33.45,1.11,5.99,11.87,6.24,6.33,13.52,54.01,27.36,14.38,3.35,0.6,3.03,61.07,34.55,49.48,60.36,29.15,26.22,51.6,43.56,65.33,61.42,61.95,39.57,28.72,20.64,13.04,21.81,56.63,34.56,41.69,26.15,15.89,6.37,0.58,14.47,14.04,44.16,3.52,29.66,22.18,29.54,18.63
128090,0,F,35-44,14.54,8.43,8.54,5.18,24.46,0.32,9.58,38.48,1.67,5.23,24.92,43.35,22.84,15.84,3.24,1.54,2.79,51.85,38.53,48.35,64.05,15.93,22.12,47.3,37.44,63.6,77.26,60.99,45.53,36.25,26.41,9.68,20.36,61.93,28.84,36.33,23.45,10.03,1.24,12.02,11.86,9.44,44.68,2.9,95.96,2.88,0.98,0.17
128180,0,M,45-54,4.18,7.46,3.62,10.36,20.35,0.86,18.43,17.87,0.32,2.43,34.66,39.94,13.45,21.52,6.94,2.64,2.3,47.24,48.77,37.19,67.83,6.75,11.63,27.14,31.62,63.73,82.02,64.69,56.22,33.07,21.33,10.27,14.58,56.92,17,31.75,16.53,11.29,1.34,4.11,14.79,3.58,47.5,1.64,44.94,24.17,23.84,7.04
128296,0,F,55-64,2.3,4.72,6.31,10.52,30.01,5.11,13.2,12.38,0.31,1.24,28.51,39.45,24.92,27.79,8.93,1.85,2.92,38.44,57.03,29.15,61.51,6.22,5.15,20.7,25.47,61.76,88.78,71.67,57.86,31,22.84,13.7,14.56,48.16,13.74,29.48,18.01,11.66,1.75,3.43,13.42,1.78,48.5,2.87,89.6,7.43,2.57,0.39
128566,1,F,25-34,28.2,14.4,3.1,12.2,32.4,0,22.4,12.1,4.7,2.2,20.8,40.8,31.5,13.7,7.5,8.6,4.6,51.8,47.2,69.4,82.4,19,57.2,44.9,50.7,73.7,74,49.1,37.2,28.4,19.2,14.1,18.6,70.2,35.9,47.2,24.3,13.8,4.7,10.1,17.8,18.3,62.7,0.8,26.1,29.2,30.2,14.4
128574,1,M,55-64,2.2,4.3,2.5,6.3,17.3,2.2,18.7,11.4,0.3,2.8,35.3,34.6,14.4,22.9,7,2,2.3,55.8,35.3,26.1,60,6,9.6,21.2,26.1,56.7,89.1,70.7,57,30.5,22.3,13,14.7,50.6,22.1,28.6,16.9,9.9,1.3,3.5,9.2,2.2,45.9,3.3,71,15.1,10.9,3
128582,0,M,45-54,7.38,6.12,2.29,7.08,13.86,1.96,13.13,10.63,2.56,2.7,30.68,40.63,13.39,17.99,4.39,3.01,2.26,53.1,36.7,37.25,67.35,7.04,17.04,30.27,33.06,54.68,83.14,60.65,50.83,25.09,17.81,11.37,17.84,57.28,20.43,34.9,15.04,10.45,1.41,4.06,12.4,5.05,47.26,3.14,56.61,19.56,16.08,7.75
128667,1,M,18-24,42.1,14,1.8,3.8,10.4,0,15.3,26.6,32.8,7.8,18.4,67.8,7.3,6.7,2.3,2.2,4.8,40.5,58.8,70.6,75.3,20.7,83.9,66,47.8,65.9,53.9,44.9,27.6,23.5,13.5,8.4,22.2,72.2,37,45,24.8,11,5.2,12.4,14.3,20.6,50.3,0.4,36.9,23.2,28,11.9
128839,1,O,55-64,2.7,6.8,10.3,8.2,26.3,7.2,9.5,12.2,0.5,1.4,20.9,38.7,34.8,30.7,8.5,1,2.1,46.1,50.7,29.6,60.8,8.3,6.6,21.6,25.2,64.1,87.8,71.9,58.6,18.9,19.3,13.4,21.5,49,13.9,30.3,19.7,14.2,1.6,2.1,18.5,2.5,48.5,1.8,77.5,11.9,9.3,1.3
128990,0,F,55-64,3.37,4.23,5.67,3.76,17.32,11.89,8.06,36.74,0.47,7.09,34.02,38.11,12.63,19.93,3.01,0.85,3.08,39.74,56.23,27.62,51.86,8.32,4.86,30.47,25.86,60.41,84.16,65.64,53.33,33.24,22.73,9.02,19,51.06,17.19,27.99,20.67,10.51,0.96,5.31,9.14,2.35,33.56,2,76.89,12.87,8.7,1.54
129278,1,M,18-24,34.5,12.3,0.6,3.8,7.5,0,20.3,7.4,38.7,4.9,20.6,63.3,10.1,9.6,6.6,4.9,4.9,46.4,53.2,71.1,80.6,16.1,84.4,49.9,46.8,67,68.9,47.7,30.8,20.2,12.9,14.2,17.3,73.7,34,47.7,22.5,10.3,7.7,9.5,19.3,17,66.4,0.2,11.1,23.9,42.5,22.4
129434,0,O,25-34,17.55,10,1.4,3.8,11.11,0.02,22.21,10.59,12.13,6.05,28.27,43.85,15.13,16.14,6.2,5.31,3.39,46.43,48.46,52.56,75.77,11.65,43,41.93,41.81,60.06,70.4,53.75,39.25,19.32,13.11,21.8,20.76,66.12,29.7,41.84,19.11,11.41,6.18,4.38,16.51,9.43,61.35,1.14,48.65,25.34,17.44,8.57
129597,0,M,55-64,14.3,14.93,16.37,3.32,20.94,0.18,7.79,30.27,3.76,5.08,13.09,33.41,48.96,27.76,3.95,0.78,5.48,29.96,64.95,50.26,64.58,20.02,22.46,43.96,35.15,65.43,66.49,54.37,39.4,15.66,19.41,15.8,36.23,57.45,27.94,38.97,26.44,12.55,4.48,5.64,26.7,10.16,49.96,1.86,71.68,12.87,11.76,3.69
129746,0,F,45-54,8.45,9.11,8.31,12.15,36.73,0.85,7.55,3.9,3.97,0.61,10.6,40.61,47.55,18.26,7.65,2.45,3.82,45.26,53.75,48.73,73.54,12.51,22.93,40.89,33.55,69.06,86.77,76.91,54.87,33.69,26.11,19.85,12.38,58.14,19.95,38.32,21.84,16.54,6.71,5.61,15.1,5.29,59.83,0.76,34.96,20.79,35.48,8.78
129779,1,M,55-64,2.3,3.9,3,7.3,14.3,5.6,16.1,15.6,0.4,2.6,35.6,38.9,11.1,25.7,6.4,1.8,1.8,52.7,40,28.4,59.7,4.9,5.3,22.4,25.9,60.6,88.4,72.9,60.1,33.4,25.9,9.4,15,52.7,13.7,29,16.8,7.8,1,5,9.1,1.9,44.8,3.7,65,20.8,11.3,2.8
129901,1,F,25-34,31.7,18.2,6.6,14.5,42.6,0,13.5,8,4.8,1.5,11.8,38.3,47.7,16.2,7.4,5.2,5.4,41.6,57.5,69.8,81.4,22.2,57.1,46.5,47.5,75.7,74.3,55.9,38.5,22,19,17.4,18.6,70.5,33.7,49.6,27,16.1,7.2,8.8,26.9,17.7,66.4,0.8,29.5,24.7,34.4,11.4
130073,1,M,25-34,38.9,18.1,2.5,6.9,24.6,0,25.8,13.5,6.5,5.3,23,30.4,36.6,14.8,5.1,7.6,6.1,53.2,45.1,65.3,81.9,16.7,61.4,50.2,53.4,70,65.9,50.4,35.8,19.5,14.5,20.7,22.9,70,37.7,48.2,23.7,13.7,7.7,9,19.8,21.6,64.3,0.8,16.4,45.1,26.4,12.1
130138,0,F,35-44,27.13,12.63,7.42,4.75,27.47,0.02,11.2,39.85,0.86,3.44,24.99,41.04,23.22,11.73,2.73,1.93,4.94,48.78,50.12,57.74,69.73,23.6,36.93,53.03,46.32,72.93,73.48,51.24,40.96,34.91,24.89,11.77,23.1,64.9,33.73,40.35,25.79,14.55,2.32,11.74,14.47,16.91,43.66,0.77,16.59,28.49,39.42,15.49
130152,1,F,25-34,34.6,14.2,9.3,5,35.8,0,11.3,28.6,4.2,3.4,13.2,35.1,48.2,14.9,5.2,2.7,8.9,27.1,72.3,69.5,76.7,32.5,52.4,60.6,47.7,72.7,62.1,48.9,32,20.1,15.2,20.8,22.4,70.1,39.8,45.9,31.2,14.8,13.9,8.7,16.5,15.6,58.1,0.4,68.3,19.2,10.2,2.3
130271,0,M,65-74,0.77,2.71,0.69,1.51,3.14,76.76,3.62,2.87,0.33,0.07,34.77,31.36,6.5,26,3.65,1.36,1.47,53.09,34.38,15.96,55.38,2.38,1.14,13.65,16.91,49.49,87.77,60.19,55.72,24.16,15.93,10.22,16.67,43.1,11.85,27.57,11.87,8.08,0.59,0.51,11.55,0.99,38.21,3.94,97.45,1.06,1,0.5
130275,0,M,35-44,7.18,6.58,5.36,8.32,24.67,1.64,11.55,9.22,2.34,1.23,25,46.96,22.4,16.08,6.89,1.93,3.91,47.3,51.35,43.29,72.87,9.88,18.31,35.91,34.49,67.22,87.57,74.79,58.02,33.52,22.39,13.22,11.92,58.43,20.31,35.58,19.52,12.68,3.3,4.08,10.12,4.73,52.87,0.57,33.45,25.13,29.97,11.45
130303,1,F,25-34,28.3,17.3,4.3,11.6,35.4,0,20.3,6.3,7.6,1.9,12.3,34.6,49.3,16.8,7.8,7,4.8,48.5,50.7,69.5,82.6,20,57.3,44.6,47.6,73.6,71.8,52.8,36.1,21.7,17.9,21.4,21.1,71,33.7,47.5,24.3,15.3,11.4,10,25.7,15.7,66.6,0.7,36.3,29,25,9.6
130345,0,F,18-24,37.66,12.23,4.36,5.44,16.38,0.18,12.41,8.75,39.58,7.13,13.57,51.59,27.96,11.06,4.38,0.84,3.92,57.93,34.9,52.38,62.11,29.63,52.35,56.09,48.51,57.04,61.13,50.1,32.39,22.19,15.16,18.57,20.72,60.58,43.56,46.13,25.1,12.02,8.24,0.99,13,10.04,50.76,2.6,26.59,25.85,28.06,19.49
130531,0,F,35-44,4.99,5.26,2.29,5.74,13.13,1.95,12.65,11.48,2.29,2.94,32.44,38.76,12.18,18.42,5.48,2.66,2.43,50.71,45.11,39.15,69.92,8.36,13.18,28.94,29.81,62.69,83.35,62.99,51.94,24.73,15.42,11.79,15.02,55.81,18.82,34.92,15.46,10.28,3.17,2.74,11.12,4.26,49.61,1.4,56.96,19.92,18.29,4.83
130611,0,M,25-34,28.32,15.22,5.26,14.49,40.03,0.01,14.66,8.09,6,1.24,11.57,39.13,46.4,15.7,6.59,5.45,7.49,39.02,60.38,69.91,82.03,22.98,56.87,46.72,45.77,75.53,74.7,54.61,37.37,27.62,21.53,18.51,20.38,69.49,31.11,48.37,23.87,16.69,9.26,11.3,26.41,13.56,66.45,0.54,27.2,27.71,37.83,7.26
130712,0,O,35-44,26.26,37.92,11.82,10.72,43.26,0.01,14.5,7.54,1.5,2.48,9.44,18.28,70.12,23.19,9.65,12.94,5.1,53.05,45.04,58.94,72.42,24.37,40.22,45.27,53.04,71.22,62.82,43.11,34.99,17.1,14.45,33.15,26.21,56.67,36.72,47.07,24.95,21.55,10.01,10.68,49.26,34.15,67.27,0.83,38.97,28.19,25.1,7.74
130776,0,M,35-44,27.23,13.76,7.64,5.72,32.3,0.05,10.53,25.58,6.64,4.39,14.36,41.12,40.26,12.94,3.11,2.08,5.29,41.24,57.99,64.37,71.68,28.45,48.35,57.61,42.14,69.74,73.36,55.74,38.92,29.94,20.8,15.92,21.45,63.63,34.25,42.32,26.9,15.65,5.17,8.75,15.75,16.68,50.17,0.46,55.94,29.12,12.88,2.07
130792,0,M,45-54,10.89,15.8,8.92,10.38,31.85,0.27,14.8,5.24,1.96,2.71,15.64,26.05,54.46,25.27,9.18,4.72,3.52,42.75,54.74,46.66,65.36,21.6,19.23,32.91,39.19,65.65,78.08,62.27,42.78,22.36,19.15,25.39,20.68,57.17,26.52,42.36,19.01,13.47,8.63,7.53,24.8,9.7,60.92,1.09,59.15,19.27,15.56,6.03
131025,0,F,75+,3.26,7.04,1.99,4.8,10.08,5.43,8.37,9.37,1.89,6.79,31.75,37.34,11.38,19.73,4.93,3.51,2.65,47.73,34.53,28.92,58.09,4.48,7.4,26.27,27.3,55.87,78.96,52.89,50.42,13.6,13.39,9.3,18.19,54.72,16.22,31.85,13.71,7.97,1.26,2.36,14.53,5.02,45.33,2.88,85.18,8.51,4.75,1.55
131043,1,O,35-44,16.8,12,7.3,16.9,33.5,0,15.3,14.4,1.5,1.3,17.7,43.2,34.3,18.5,5.9,3.8,4.4,46.1,52.8,58,76.7,15,36.2,40.2,44.3,71.9,80.7,66.3,48.3,33.9,24.6,15.6,18.6,67.1,28.1,40.8,20.5,16.3,2.6,7.9,22,10.2,58.6,0.9,17.6,28.4,40.2,13.8
131067,0,F,25-34,15.62,10.52,14.04,4.57,46.47,0.15,7.23,16.23,3.51,3.49,10.38,33.09,55.08,17.72,6.01,2.09,7.7,27.5,71.93,57.4,67.65,26.77,29.19,49.96,36.03,67.63,77.02,59.22,39.64,24.34,19.56,24.15,18.91,59.45,29.56,39.76,31.32,17.43,11.91,8.35,17.8,8.94,54.33,0.34,52.46,20.75,21.99,4.79
131383,1,F,25-34,31.4,35.4,5.3,9.4,28.5,0,12.6,9.6,12.2,3.9,8.8,33.3,54.1,15.7,8.1,11.5,5.3,60.2,39.1,69.3,82.4,22.4,58.6,47.8,48.8,73.4,57.8,40.2,31.2,14.5,10.7,18.4,24.6,65.4,36.7,47.6,18.7,11.7,8.8,7.5,39.6,36.4,69.7,0.2,30.7,18.3,25.8,25.2
131408,0,F,18-24,9.36,25.45,3.47,5.82,17.75,0.13,10.04,5.76,44.27,0.65,2.69,43.34,50.05,29.86,10.44,5.44,5.88,26.89,70.81,53.45,74.83,21.79,28.69,41.13,36.52,68.91,62.05,46.25,29.22,18.16,19.03,20.03,27.61,71.46,26.38,42.39,24.7,21.18,13.26,7.25,33.17,11.86,75.5,1.75,66.75,15.42,12.51,5.33
131531,1,F,55-64,2.2,6.5,6.6,8.6,27.3,8.5,9.1,6.7,0.9,0.8,18.3,36.4,41,28.3,8.6,2.1,2.8,47.3,48.9,29.3,58.7,6.3,6,20.9,26.9,64,88.1,73.6,56.7,29.5,22.8,12.9,15.8,46.7,13.5,29.7,19.5,14.5,1.3,2.5,16.8,2.2,47.9,2.4,79.4,11.3,8.3,1
131537,1,M,25-34,24.9,20.4,11.6,10.2,52.9,0,7.6,3,6.1,0.6,5.3,29.5,64.7,20.3,10.5,5.9,5.9,38.2,61.4,70.4,81.1,28.2,50.3,47.7,42.8,73.8,76.3,65.1,38.8,24.4,21.7,31.8,17.2,68.5,33.7,49.8,29.7,20.8,15.9,8.4,34.5,13.5,74.1,0.3,34.6,24.4,32.1,8.9
131578,0,M,45-54,6.51,6.58,5.5,11.57,27.6,0.63,15.34,13.04,0.67,2.14,26.65,43.48,22.71,19.5,7.05,2.41,4.7,42.78,54.95,42.63,69.81,10.09,16.27,30.79,34.36,65.76,87.32,69.44,53.67,30.42,23.1,13.15,14.25,58.05,19.6,32.73,19.14,13.05,2.86,6.75,13.51,4.51,53.22,1.34,15.82,32.88,39.37,11.94
131996,0,M,65-74,3.61,5.45,4.82,8.1,19.03,13.02,7.62,6.03,3.74,0.82,20.87,41.49,30.33,22.74,6.39,2.58,2.69,46.32,44.91,34.18,64.49,6.65,9.28,23.33,29.24,59.6,85.63,68.18,50.05,23.78,17.21,10.72,15.45,50.89,18.87,33.35,17.05,12.43,1.47,2.98,14.39,3.43,48.4,3.18,77.71,10.89,9.15,2.25
132429,0,M,55-64,3.54,6.79,3.94,7.96,14.69,10.73,11.01,12.38,1.82,2.02,27.4,41.92,18.66,28.06,6.9,2.06,2.16,41.17,51.79,25.27,63.33,5.7,5.85,21.98,27.3,50.06,77.21,63.54,49.52,21.04,15.77,13.02,20.58,56.47,17.11,30.96,13.44,8.61,1.5,2.54,17.94,2.66,51.43,1.61,87.88,6.18,4.51,1.43
132551,1,F,35-44,19.1,18.7,8.5,10.6,38.8,0,15.1,11.7,2.3,1.6,14.5,35.5,46.4,17.7,7.9,4.1,5.7,43.6,55.3,59.7,77.9,16.8,37.7,45.2,45.6,71.7,76.8,65.3,48.3,31.2,22.8,20.3,18.1,65.2,30.9,40.9,23.9,17.8,5.1,7.1,23.5,14.6,63.1,0.6,22.8,25,35.4,16.8
132634,0,O,65-74,3.54,7.01,5.73,6.84,17.36,12.86,8.53,6.06,2.33,0.63,25.12,43.12,23.98,25.15,6,1.39,2.74,45.03,44.07,33.56,65.02,7.28,7.42,24.51,26.02,58.95,85.37,69.71,54.52,23.78,19.16,13.04,17.2,51.17,17.13,35.05,15.49,12.13,1.31,2.19,16.82,3.63,49.77,4.52,83.22,7.65,6.56,2.58
132763,0,O,55-64,1.93,4.72,4.23,8.13,20.57,5.01,13.01,16.5,0.34,2.77,33.28,39.25,15.28,27.54,6.39,2.58,1.95,47.58,48.12,29.14,61.1,6.49,4.99,20.11,25,61.58,87.49,67.33,56.05,27.19,20.18,12.58,16.07,50.96,13.74,29.69,17.17,10.85,1.07,3.19,13.61,2.02,45.16,2.35,72.91,15.02,10.58,1.49
132766,0,F,35-44,24.27,13.38,10.05,5.71,32.15,0.1,9.97,23.78,5.92,3.91,16.49,45.11,35.7,13.45,3.87,1.35,5.75,39.02,60.12,59.18,70.57,25.33,37.57,58.57,39.99,69.33,74.82,66.06,44.92,32.39,22.92,17.24,17.51,66.81,30.72,39.84,27.57,14.86,4.14,7.31,14.88,13.07,53.21,0.61,29.33,21.73,36.87,12.07
132773,1,F,45-54,8.5,6.7,12.7,5.3,35.1,0.1,8.7,29,0.1,3.1,27.1,39.4,28.6,18.4,4.1,1.2,2.8,54.1,42.4,45.3,58.3,18.1,13.3,43.2,32.2,65.6,82.7,71.1,51.5,38.7,30,15.4,16.6,53.2,22.7,33,23.8,15.1,1.9,8.1,12.1,4.1,44.9,2.5,37.7,24.9,29.5,7.9
133158,1,M,35-44,27,12.5,11,4.4,35.9,0,10.2,31.2,1,2.6,17.2,35.3,41.8,13.2,4.5,1.9,3.9,54.9,43.8,57.7,70.4,26.7,38.1,52.2,46.1,70.6,75.2,54.8,41.1,32.2,22.7,16.6,22.4,62.6,36.8,39.2,28.1,16.6,3.4,10,16.8,14.5,49.2,0.8,77.6,13.8,7.3,1.4
133173,0,M,35-44,13.99,12.38,4.56,12.72,27.89,0.05,20.66,16.68,1.46,2.66,24.54,44.09,24.94,16.82,7.88,4.54,3.99,49.65,49.33,61.16,80.93,15.74,34.54,40.29,41.24,66.99,79.93,55.51,48.39,27.55,18.17,13.94,17.06,65.68,26.39,40.93,19.84,14.94,3,6.39,21.02,12.87,59.79,0.61,30.36,26.91,32.54,10.19
133196,0,F,18-24,4.49,5.62,3.45,7.39,13.64,15.96,7.25,3.83,12.9,0.89,20,50.71,21.12,22.36,5.78,1.46,2.23,58.44,35.4,37.46,68.82,8.03,10.66,24.95,27.34,60.78,84.03,70.91,47.59,23.08,16.41,13.39,15.08,52.1,18.21,35.29,15.97,11.43,3.42,1.61,13.82,3.4,53.32,3.76,52.84,19.59,21.41,6.17
133209,0,O,18-24,23.12,40.67,3.93,6.06,18.07,0.06,7.63,2.6,52.32,0.53,2.15,41.33,54.69,22.28,7.7,7.41,6.13,34.8,62.81,64.9,80.17,22.11,57.52,51.06,45.49,70.42,58.01,46.68,26.94,15.69,15.15,20.94,29.77,75.73,33.29,47.19,24.25,22.95,11.09,8.19,42.61,27.35,77.73,1.37,69.95,10.58,12.86,6.61
133361,1,O,25-34,52.6,31.9,15.2,5.8,45,0,5.4,16.2,5.5,3,6.3,24.1,67.9,14.7,5.2,7.1,7.3,44,55.4,71.2,67.5,53.8,61.5,60.3,53.8,72.7,59.5,33.7,25.9,19.6,15.5,21.2,23.7,60.4,47,51.8,32.8,18.3,13.2,17.2,39.5,35.6,60.8,0.4,41.4,23.7,26.3,8.6
133610,0,O,45-54,3.15,6.1,4.21,9.63,20.91,9.66,8.83,8.89,2.23,1.58,17.46,46.64,27,25.54,6.09,2.62,2.39,53.73,39.62,29.47,67.62,7.24,9.7,22.71,28.13,61.53,82.92,66.07,45.99,23.08,19.1,11.87,16.2,52.69,17.28,30.13,17.55,11.35,2.05,3.26,15.8,3.58,51.1,3.52,61.02,16.4,17.85,4.73
133624,1,F,55-64,2.9,5.8,17.3,2.9,33.7,15.1,3,13.5,2.6,3.3,9.9,32,56.1,26.8,5.8,0.9,3,40.2,58.1,29.8,49.9,12.6,4.8,33.6,24,61.2,83.5,74.2,51,24.4,22.2,20.1,17.7,45.2,17.2,29.1,26.7,15.5,4,3.7,14.9,1.6,45.1,1,79.8,10.5,8.6,1.1
133662,0,M,35-44,12.37,7,12.69,4.85,30.99,2.46,4.67,19.2,9.9,5.45,11.76,39.74,44.91,16.85,4.03,1.04,4.85,49.04,48.77,45.98,64.69,19.83,21.27,44.17,34.7,64.48,80.61,68.65,42.63,25.57,19.96,14.39,16.21,53.71,28.43,35.8,26.09,13.83,4.9,7.13,12.92,5.21,48.11,0.96,42.09,22.05,28.64,7.22
133736,1,F,45-54,4.7,6.3,4.1,14.1,27.6,0.1,16.7,26.3,0,2.3,31.8,48.1,10.7,19,5.9,3.9,1.9,50.9,42.3,44.1,69.6,8.2,16.4,31.4,34.5,65.7,85.2,68,55.1,39,28.8,10,15.1,59.8,18.4,33,18.5,13.2,0.8,6.4,12.3,4.9,50.4,4.5,42.9,22.2,27.3,7.5
133739,1,F,45-54,8,9.7,16.5,4.1,34.3,3.8,4.5,19.4,1.8,3,15.1,37,45.1,17.4,2.9,0.7,9.2,27.9,71.5,39.6,58.9,14.8,12.2,48.9,31.8,68.4,83.5,75.3,54,33.1,26.3,14.9,19.4,50.6,20.3,33.7,25.8,18.4,5.8,5.8,11.1,6.7,42.6,0.4,29.6,26.8,35.2,8.4
134293,1,F,18-24,34.5,19.5,0.5,2.4,6,0,16.9,5.4,43.6,4.8,19.1,63.9,11,8.3,6.8,7.7,4.9,54.8,44.7,70.8,81,14.7,84.5,51.7,47.9,66.9,64.8,43.5,32.8,18.5,10.2,14.7,19,70,34,47.2,21.5,11.7,7.2,5.5,26.7,26.8,65.9,0.3,12,27.8,39.5,20.8
134318,1,M,45-54,7.7,6.5,4.6,12.4,24.7,0.1,19.6,21.7,0.1,2.8,35.1,44,11.4,18.4,6.6,3.2,2.6,47,49.4,42.9,69.1,8.9,18.6,34.4,36.1,60,85.3,72.1,58.4,38.7,25.5,12,13.8,60.8,19.5,33.8,16.6,13.3,1.3,6.3,12.1,4.1,53.8,1.6,18.8,21.1,33.6,26.5
134428,0,O,55-64,4.15,4.75,3.65,10.16,18.15,7.85,11.12,15.05,0.98,1.86,30.91,41.19,13.92,20.39,5.42,2.13,1.81,54.48,31.82,33.25,62.06,7.75,9.77,23.02,27.5,57.42,86.93,58.33,50.79,26.01,17.61,8.6,15.32,53.46,19.48,33.45,15.1,9.84,0.79,4.42,13.48,3.83,45.29,3.92,71.91,12.98,11.73,3.38
134582,0,F,55-64,4.39,4.4,5.88,2.98,14.17,7.56,8.78,41.39,0.37,8.77,36,35.27,9.8,20.28,2.7,0.75,2.12,44.52,45.75,24.8,49.31,7.1,5.44,31.29,27.38,51.24,81.58,67.89,54.26,30.19,20.73,9.15,22.61,50.64,18.21,27.81,19.22,10.17,0.6,4.36,9.02,2.37,32.47,2.52,35.08,26.06,28.97,9.88
134616,0,F,75+,11.26,9.65,12.93,4.33,26.22,5.02,5.55,22.32,8.64,5.27,14.77,39.3,40.95,18.85,3.24,0.8,4.49,33.27,61.47,43.53,61.32,17.95,18.07,41.07,31.69,64.5,74.8,56.39,41.32,18.35,16.32,12.26,25.65,53.89,25.26,37.31,24.22,14.2,3.54,4.34,17.57,7.95,42.22,1.87,77.43,10.61,8.64,3.32
134707,1,F,55-64,3.4,4.8,8.5,4.1,21.3,13.3,6.3,31.1,0.7,4.4,28.6,41,22.6,21.3,3.5,0.6,2.7,40.8,56.5,28.2,51.4,10,4.8,34.9,24.5,61,84.9,74.9,58,34.9,23.8,11.2,16,50,17.2,28.8,22.9,12,1.4,3.5,9,2.1,36.2,1.7,74.2,14.1,10.5,1.2
134713,0,M,45-54,3.98,6.58,7.09,7.87,25.29,8.84,5.99,4.55,2.39,0.48,16.27,40.79,39.77,23.53,7.21,1.6,3.4,37.6,60.79,36.78,68.51,9.19,9.92,27.91,26.9,65.21,88.27,74.25,55.45,28.09,20.49,15.96,12.91,50.95,15.91,34.43,18.17,14.6,4.06,2.57,15.86,3.4,54.66,0.91,57.21,16.41,21.52,4.86
134821,1,O,18-24,34.5,13.4,0.6,4.4,9.7,0,22.7,6.1,37.9,3.4,17.2,65.3,13.5,9.6,9.6,5.1,4.8,41.3,58.1,70.9,81,14.9,84.5,48.2,47.7,67,69.9,38.1,31.1,20.6,12.7,14.8,17.1,73.7,34,47.3,24.3,11.3,7,7.4,23.7,17.4,67.2,0.3,39.3,23.3,25.8,11.6
134912,1,F,35-44,16.7,12.4,4,8.3,27.3,0,25.3,15.7,1.9,2.6,25.5,38.3,25.6,16.5,6.9,4.7,3,58.1,39.1,56.8,78.1,12.3,47.8,38.8,46.1,71,79.8,56.9,45.2,32.3,23.7,17.7,19.5,67.6,39,39.7,21.3,14.4,2.3,9,19.9,12.8,61,1.4,22.5,25.1,35.1,17.3
134965,0,F,35-44,6.97,8.26,4.88,9.66,29.23,0.82,16.33,8.36,2.3,1.24,24.82,41.44,27.67,20.46,7.86,2.65,3.18,51.44,44.8,46.56,72.93,9.91,15.94,30.71,32.82,65.12,81.81,58.8,47.71,27.77,20.04,16.56,17,55.71,20.66,36.68,19.3,13.96,4.43,5.19,18.13,5.49,55.61,2.4,43.69,24.6,23.64,8.06
135209,1,F,55-64,2.3,5.1,4.2,7.7,18.7,4.3,14.3,9.1,0.9,2.9,22.9,34.1,35.5,33.6,8.9,2,2.6,46.5,47.1,28.5,61,5,5.3,20.3,25.9,60.8,85.5,72.2,54.9,22.2,19.8,15.7,16.7,48.2,13.7,29.1,18.9,9,2.3,2.7,15.8,1.9,51.4,3.2,90.6,6.9,2.2,0.3
135233,0,M,25-34,27.34,13.25,2.44,10.8,26.31,0.01,30.28,10.81,7.05,2.29,22.06,51.73,21.63,13.49,9.06,5.38,4.3,35.87,62.81,65.15,82.5,17.16,60.02,44.27,46.11,68.56,70.52,46.13,34.99,23.29,16.39,18.36,20.43,74.54,33.56,46.45,24.13,13.56,7.06,11.89,24.23,14.59,66.94,0.86,38.53,24.78,26.69,10
135260,0,F,75+,0.58,3.55,1.33,0.94,3.23,86.83,0.45,0.25,1.8,0.02,14.06,33.38,45.98,32.84,4.81,1.3,1.72,35.86,28.94,14.03,41.71,3.09,1.01,11.72,12.36,40.38,88.22,65.85,46.1,13.77,10.39,14.91,13.87,34.44,11.03,29.07,9.64,8.31,2.09,0.3,17.57,1.75,41.57,5.65,95.94,1.91,1.8,0.35
135310,0,F,35-44,24.01,17.85,9.48,4.36,31.07,0.01,15.43,29.76,1.26,2.96,19.37,32.18,40.17,14.6,3.92,2.27,4.14,49.4,49.39,55.67,70.31,27.35,36.64,51.76,44.98,68.25,58.47,48.92,37.98,28.96,21.26,16.11,27.54,64.64,35.56,38.96,26.61,16.03,5.38,10.47,21.07,13.09,44.37,0.79,27.48,28.37,31.76,12.39
