Customer ID,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
951111,F,45-54,7.62,9.28,8.17,12.51,32.36,0.21,12.49,12.49,0.92,1.28,19.76,44.77,31.74,21.16,8.39,2.44,4.15,38.45,58.99,47.39,72.49,10.49,29.31,34.03,35.81,67.41,84.98,71.39,55.54,31.37,25.57,13.95,14.51,61.4,30.35,37.28,21.17,14.48,2.83,4.82,19.08,5,58.84,1.41,46.86,18.4,24.47,10.27
83224,F,45-54,7.33,11.19,7.12,2.94,19.39,1.09,9.68,32.34,1.34,5.46,30.42,39.17,17.69,14.79,3.26,0.99,3.51,44.89,50.54,41.35,59.79,13.36,19.57,46.31,32.15,62.82,69.55,62.11,51.46,34.24,24.03,9.34,20.17,56.4,32.76,32.03,22.86,12.68,3.07,5.53,10.94,6.07,37.75,1.63,52.91,21.08,18.78,7.23
482717,M,55-64,3.23,6.55,4.61,9.31,20.28,3.55,13.59,8.59,0.86,1.75,25.47,37.46,27.34,24.26,7.25,2.87,2.11,63.65,21.99,32.33,61.56,6.84,6.97,23.99,26.12,58.23,84.59,66.6,54.66,28.72,20.57,13.67,15.12,49.28,16.27,32.07,15.26,11.04,2.61,4.11,16.14,2.76,51.13,5.41,58.88,15.55,16.94,8.63
399088,M,75+,1.83,3.05,3.09,3.42,6.87,57.04,4.4,21.11,0.57,2.2,32.63,33.53,5.01,18.55,2.17,0.52,2.3,30.8,28.55,14.38,36.04,5.52,2.21,27.01,15.78,38.38,80.23,50.04,45.47,18.01,12.43,5.61,19.74,43.93,17.86,26.08,9.55,4.81,1.05,2.11,5.52,4.03,26.69,6.89,92.1,4.38,2.48,1.04
388322,M,35-44,26.48,24.63,10.52,9.12,41.55,0.01,15.57,6.81,2.16,2.23,15.12,27.13,53.95,19.29,7.87,8.69,3.31,51.54,47.65,59.76,72.13,27.68,40.06,43.61,51.69,71.81,78.24,59.73,42.14,28.97,23.4,29.18,19.96,63.77,36.72,47.92,23.89,17.73,6.21,10.59,29.85,24.21,65.08,0.56,18.27,22.97,43.57,15.19
616410,M,65-74,3.65,4.11,4.09,2.19,10.61,35.48,4.45,26.78,3.86,4.7,28.9,35.86,9.7,17.29,2.37,0.97,2.64,42.71,34.97,26.66,48.2,8.34,4.94,29.81,22.87,49.83,73.99,46.09,41.98,25.62,15.42,7.38,23.23,44.35,20.09,30.43,14.04,8.51,1.62,3.31,12.94,2.79,33.18,4.46,85.17,9.08,5.05,0.71
781358,F,45-54,9.34,8.19,10.47,4.52,26.97,5.16,5.43,25.24,3.17,5.72,18.88,42.31,32.85,16,3.6,1.04,3.65,50.13,46.5,41.9,59.5,18.6,15.24,42.45,32.4,63.7,81.67,64.17,49.38,31.46,21.98,10.78,16.67,52.69,24.26,32.27,23.53,13.69,2.16,5.07,13.25,6,41.43,1.54,16.01,27.94,41.3,14.75
904035,O,25-34,38.7,13.99,7.83,5.16,37.38,0.02,11.11,26.68,4.77,2.82,16.07,40.98,38.98,10.54,4.16,1.71,7.46,29.55,69.77,69.57,75.22,33.34,57.98,64.6,47.29,72.71,72.87,53.89,39.54,34.2,21.83,15.23,19.44,68.94,37.39,44.14,28.55,16.77,7.82,9.59,13.25,18.96,55.57,0.5,44.74,20.67,26.89,7.7
991764,O,45-54,5.75,9.65,11.63,12.84,34.05,0.16,15.36,9.06,0.25,1.76,18.64,37.56,41.39,30.57,9.06,2.21,3.57,43.68,54.41,45.72,69.42,10.36,13.73,29.72,31.81,67.1,84.5,71.92,53.67,24.29,28.16,18.21,20.44,57.8,18.41,36.12,21.19,13.98,2.54,8.18,25.07,4.76,60.27,1.61,36.42,20.23,34.75,8.6
654876,M,55-64,2.87,5.07,8.61,3.05,14.51,29.47,3.65,26.72,1.73,2.19,15.02,44.01,29.76,26.6,3.5,0.49,2.2,36.74,52.59,28.86,51.6,10.92,5.41,29.59,23.23,56.57,77.78,53.6,44.01,19.23,18.9,9.79,25.84,44.24,18.88,31.81,21.51,11.36,1.98,2.22,12.52,2.83,35.94,4.61,48.41,21.31,23.57,6.7
705854,F,55-64,4.39,5.48,2.44,5.66,12.73,4.18,10.09,8.08,4.58,1.19,25.43,42.98,16.3,20.76,6.02,2.32,2.32,52.67,35.61,35.17,66.72,5.82,18.03,22.28,29.53,58.16,82.27,54.32,44.85,22.45,16.93,10.33,17.68,55.08,27.44,33.56,15.84,9.83,1.15,3.27,17.47,3.41,50.69,3.05,72.12,11.94,12.04,3.9
635414,F,55-64,3.06,4.24,6.42,5.13,20.68,11.06,7.55,36.01,0.68,6.74,25.94,38.54,22.6,21.76,4.35,1.12,2.97,45.22,47.07,26.21,46.8,9.27,5.67,28.69,28.45,55.99,82.09,58.4,47.56,27.67,20.05,7.56,19.55,46.64,19.86,27.27,21.63,10.69,0.98,4.7,8.95,2.47,32.86,2.84,84.7,9.76,4.7,0.84
421942,F,55-64,2.21,7.79,5.56,9.1,21.11,6.06,11.45,20.29,0.37,2.75,34.18,35.69,15.43,27.6,4.92,2.52,2.46,50.06,39.62,26.27,58.7,6.27,4.9,22.81,23.98,59.19,83.48,71.5,57,27.61,20.01,9.59,18.97,49.42,15.03,29.72,15.31,11.27,1.28,4.82,13.92,3.57,44.95,4.57,21.57,51.19,23.37,3.87
43214,F,25-34,18.42,13.61,2.48,9.02,22.17,0.01,28.16,12.17,2.84,4.44,27.8,38.36,21.38,15.13,5.06,5.63,3.22,61.41,36.35,60.93,79.06,14.15,44.26,40.96,44.46,70.77,73.58,51.65,40.75,25.82,19.17,17.46,23.58,66.81,28.48,42.09,19.31,13.62,3.78,8.93,20.11,14.33,57.11,1.23,27.64,29.11,27.37,15.88
50534,M,25-34,28.37,16.04,4.61,13.09,38.32,0.01,20.65,7.79,4.5,1.58,16.22,39.03,42.08,16.38,9.05,4.97,6.51,33.7,65.65,68.52,82.18,19.9,51.01,45.94,45.63,73.73,73.34,53.34,38.61,24.07,19.17,22.06,18.92,72.97,31.42,46.45,26,15.54,9.86,9.23,26.65,14.89,68.69,0.56,41.12,23.73,25.17,9.97
591181,F,18-24,5.37,5.34,6.95,2.45,16.26,36.93,3.91,15.58,9.94,3.04,15.71,35.07,40.23,19.18,4.33,0.87,5.21,38.21,56.17,32.26,57.3,11.85,8.54,32.97,27.53,57.83,74.1,52.16,40.55,17.43,12.67,11.34,20.16,45.86,22.99,31.54,20.99,11.11,6.55,3.45,14.02,3.14,39.21,1.25,86.05,8.49,4.59,0.87
908432,F,75+,0.76,3.19,1.01,0.97,1.96,83.22,1.39,1.84,0.8,0.06,21.39,37.9,11.37,29.37,3.59,0.73,1.85,38.39,40.04,17.62,51.74,3.34,1.81,13.48,16.53,47.55,82.23,60.19,48.82,12.11,10.98,7.64,23.87,39.08,12.41,29.95,10.51,8.17,2.77,0.28,11.23,1.91,34.88,6.96,83.37,7.6,6.46,2.57
95615,M,25-34,42.47,16.38,10.56,5.45,41.4,0.02,8.33,17.57,9.03,2.88,7.08,33.59,57.18,13.29,4.76,2.46,7.47,42.24,57.32,70,74.42,38.01,57.43,60.34,46.31,74.86,65.89,51.47,31.46,22.62,19.39,18.23,19.96,68.43,39.82,48.65,33.48,15.7,15.61,12.59,19.99,15.16,59.43,0.36,19.5,19.14,43.54,17.81
753045,M,25-34,18.82,13.16,4.8,9.65,32.89,0.02,23.04,10.13,3.25,1.6,24.37,43.55,27.43,15.31,8.36,3.8,4.55,49.59,48.98,61.58,79.47,17.03,37.45,46.13,43.25,71.05,79.65,63.98,49.3,35.33,24.44,19.41,15.23,67.23,28.66,43,22.67,14.23,5.96,7.33,15.49,11.81,62.44,0.99,30.19,30.03,29.94,9.83
877975,F,45-54,4.79,6.1,10.58,2.9,15.71,22.81,4.54,24.77,2.88,3.16,23.75,42.48,24.39,21.3,2.96,0.47,4.86,34.25,63.82,35.54,66.37,11.84,6.09,36.26,27.06,57.09,78.94,61.93,50.15,20.86,18.03,11.69,26.17,51.03,20.6,33.01,21.23,13.26,5.07,2.84,13.73,3.76,38.61,0.89,51.1,19.72,22.72,6.46
544534,M,35-44,8.79,11.97,4.98,15.98,22.2,2.49,10.97,4.31,4.17,1.81,17.79,48.82,27,20.29,8.34,2.24,2.77,52.37,45.09,46.47,71.26,16.85,16.36,31.4,39.13,60.62,80.19,55.02,44.57,23.71,17.91,16.16,16.81,55.29,24.06,39.37,19.54,13.29,8.19,1.25,18.59,8.42,54.94,1.86,39.75,20.55,25.66,14.05
706334,M,65-74,0.81,3.44,3.03,2.24,7.9,76.6,1.75,1.05,1.11,0.02,14.68,35.33,44.77,32.84,6.93,1.08,2.28,50.44,39.84,17.88,55.51,4.27,1.07,16.18,15.89,51.55,88.76,73.23,55.18,19.19,16.85,17.51,13.58,34.93,11.85,28.75,15.28,12.12,2.2,0.64,15.84,0.75,49.84,4.94,96.59,2.16,1.03,0.22
605089,M,65-74,1.31,2.52,1.19,0.67,2.79,85.12,1.69,6.95,0.57,0.17,30.1,32.38,7.96,18.13,1.52,0.49,2.82,50.9,38.41,16.84,43.69,4.28,1.4,27.55,18.72,51.34,85.94,65.11,56.94,28.34,16.61,6.63,15.49,39.27,14.91,26.94,15.26,8.42,0.78,0.53,5.04,1.34,25.61,3.03,35.6,30.09,25.36,8.95
288002,F,35-44,21.7,11.28,13.53,6.56,32.49,0.3,8.16,25.54,1.6,5.03,19.58,40.86,34.25,14.7,4.68,1.84,4.24,42.72,55.28,52.12,58.25,33.67,28.02,51.71,44.45,66.82,79.6,57.63,44.05,31.02,22.79,15.79,17.77,58.48,33.45,40.69,26.65,14.52,5.09,6.26,13.83,12.16,47.23,0.97,24.77,24.04,36.48,14.71
341030,M,25-34,35.26,12.54,3.29,12,26.08,0.01,21.17,20.92,3.72,2.92,25.34,33.62,31.69,14.72,5.05,7.65,5.24,53.08,45.14,67.36,82.48,17.13,61.28,47.98,51.89,67.76,71.01,52.11,41.12,27.17,18.09,12.38,20.17,72.63,35.25,46.88,21.57,13.06,3.88,19.32,17.86,13.96,59.72,0.93,31.31,25.8,26.04,16.85
472271,O,75+,6.57,6.26,8.3,4.07,23.44,15.08,6.99,23.61,4.79,5.19,25.54,44.68,22.32,16.1,3.41,1.03,3.01,37.23,53.71,39.15,59,15.83,11.31,42.03,28.15,59.43,81.36,59.34,48.55,28.21,18.85,11.71,17.15,55.58,23.79,36.29,21.62,12.31,1.87,4.43,9.61,5.96,38.74,2.73,80.62,9.81,7.53,2.04
982896,F,75+,0.77,2.08,0.86,0.87,2.05,91.01,0.53,0.36,1.29,0.01,23.03,38.01,19.53,25.75,4.34,0.82,1.35,54.52,27.38,17.03,51.95,3.7,1.13,10.99,15.24,49.13,87.3,59.53,46.19,14.42,9.32,8.22,14.35,32.91,10.82,27.09,9.63,8.38,1.14,0.36,10.74,1.5,34.87,8.85,97.85,0.82,1.12,0.22
1994,M,75+,1.58,2.46,2.21,1.14,4.32,79.92,1.49,8.29,0.85,0.39,30.65,33.7,6.41,16.92,1.74,0.56,2.04,45.68,25.82,17.99,40.16,5.47,1.77,24.61,16.77,43.24,83.88,56.92,48.28,23.03,13.82,5.65,16.19,38.17,16.68,27.95,10.96,6.17,1.67,1.43,5.62,2.55,25.38,5.67,71.6,11.06,13.92,3.42
139827,M,25-34,27.27,12.44,2.19,12.96,22.3,0.01,24.79,12.58,8.43,2.47,22.43,53.36,18.11,12.54,5.39,4.74,3.22,49.9,48.43,68.24,81.49,16,65.77,47.54,46.84,70.92,76.66,54.59,39.87,29.71,19.32,13.79,18.2,71.9,31.74,46.09,21.37,13.14,3.72,9.54,17.45,16.48,60.84,1.14,26.26,31.56,30.78,11.41
430235,M,75+,0.43,1.92,0.12,0.18,0.65,79.31,0.63,0.28,0.72,0.04,24.92,24.31,8.25,19.96,3.26,1.68,0.56,46.9,6.95,11.17,35.92,1.97,0.96,11.75,11.06,32.76,82.74,50.61,43.47,17.07,9.34,9.87,15.48,31.58,11.85,27.71,6.34,4.37,0.39,0.16,6.57,1.76,30.23,6.65,95.78,2.3,1.3,0.62
19468,F,35-44,10.81,10.21,8.21,4.29,22.46,1.5,7.32,29.88,7.49,10.3,18.99,39.37,32.99,17.98,3.81,1.42,4.79,35.11,61.83,43.1,64.43,19.08,20.51,42.54,33.85,61.01,64.18,52.58,37.44,19.98,13.81,11.85,21.99,55.28,27.27,35.17,21.5,11.9,4.76,5.08,17.47,6.95,44.77,0.7,76.3,14.61,7.63,1.47
203862,M,65-74,1.04,2.72,2.3,2.89,6.94,67.44,3.11,2.93,0.86,0.15,28.29,38.3,17.28,27.46,4.29,1.52,1.76,53.39,37.47,21.36,58.17,4.15,2.03,15.54,19.41,53.68,88.5,71.56,53.14,21.32,13.56,11.93,13.87,41.98,12.96,29.15,13.04,9.82,2.06,0.96,10.09,1.42,40.37,3.19,60.61,16.67,19.12,3.6
260312,M,25-34,38.21,12.65,5.4,4.85,33.75,0.01,14.81,31.6,3.04,3.24,20.35,36.08,36.36,10.88,4.71,3.84,6.22,41.96,56.93,67.04,77,30.4,58.18,57.63,53.17,70.17,69.21,42.54,34.14,28.21,18.43,12.52,21.67,68.51,44.13,44.43,31.45,14.35,6.56,11.52,12.04,20.66,50.18,0.7,41.12,32.73,18.77,7.39
59522,F,45-54,5.64,6.05,3.56,9.75,21.83,0.07,24.62,21.38,0.1,3.76,40.01,37.43,12.09,20.83,6.6,4.48,2.05,59.34,35.9,44.01,69.88,7.09,14.05,30.91,35,65.77,85.13,68.24,57.6,38.61,28.27,12.27,14.82,59.94,18.41,32.8,17.98,9.37,1.3,9.05,12.9,4.38,52.33,2.48,33.84,32.62,26.19,7.35
343661,F,75+,1.07,2.82,0.92,0.35,1.32,94.58,0.27,1.15,1.01,0.06,25.43,34.1,14.39,21.17,1.72,0.42,1.42,52.31,30.88,12.46,42.19,4.84,1,18.21,15.01,46.72,80.4,53.05,43.08,10.31,7.7,6.2,16.99,35.4,14.91,24.6,12.25,6.69,1.07,0.33,7.56,3.23,22.78,5.08,98.46,0.54,0.74,0.26
661794,F,45-54,8.32,5.96,8.27,4.49,23.18,8.9,7.03,25.7,4.29,6.24,22.8,42.35,24.36,16.25,2.52,0.98,3.72,46.35,50.36,39.27,59.99,13.78,12.79,38.41,31.93,64.83,82.69,64.88,46.22,30.39,21.09,9.93,18.83,53.57,22.89,34.2,22.32,12.99,2.54,6.37,10.1,5.31,38.01,1.52,47.77,23.72,22.71,5.8
611614,F,75+,0.71,3.3,1.37,1.72,4.23,79.38,1.74,1.42,1.08,0.07,25.55,36.63,22.97,29.04,4.84,1.45,1.43,34.06,17.44,12.73,35.6,3.39,1.22,13.55,11.78,32.83,86.97,61.2,52.59,18.81,13.8,8.52,15.17,40.26,14.43,31.26,8.02,4.51,0.66,0.58,14.59,1.85,39.7,6.45,90.66,5.04,3.64,0.66
249623,M,45-54,5.34,20.78,8.06,6.8,32,2.65,3.48,1.45,8.47,0.47,6.2,28.51,64.52,29.6,6.35,4.07,4.38,42.66,55.96,44.26,71.02,13.72,13.48,31.17,28.28,67.23,85.24,66.63,44.03,23.22,20.33,28.66,16.84,50.95,18.31,38.17,22.71,20.72,7.57,3.56,33.38,13.79,63.6,0.97,60.4,12.65,20.93,6.02
203762,M,18-24,34.48,26.25,9.21,4.59,39.44,0.04,9.62,18.59,12.42,3.18,6.98,34.16,57.33,13.49,3.78,2.51,9.24,37.19,62.21,69.13,77.09,31.18,57.72,63.96,44.88,68.48,65.96,46.66,32.12,22.16,16.54,19.14,25.81,65.5,36.01,45.56,32.59,21.67,21.09,11.8,24.87,33.23,58.66,0.38,54.97,19.99,18.47,6.56
717201,F,75+,2.29,4.98,2.75,1.49,8.14,59.15,2.36,13.6,4.29,4.22,22.48,44.84,12.8,14.5,2.39,1.15,1.98,36.37,21.47,20.09,37.75,5.53,4.69,37.82,18.08,38,75.01,54.73,45.6,19.04,15.65,6.88,17.35,48.44,20.01,29.92,12.56,5.88,0.73,2.42,6.69,4.95,32.88,5.45,91.87,4.85,2.62,0.66
334702,O,55-64,3.06,6.04,3.43,6,16.67,2.54,15.53,13.3,0.59,3.72,31.7,32.45,23.03,28.41,6.97,2.53,1.91,55.39,36.45,23.82,59.92,4.91,5.64,20.67,26.45,53.23,79.02,65.45,51.83,20.98,16.56,15.84,20.81,50.21,15.94,29.75,16.35,10.79,1.15,3.57,20.22,1.8,49.01,2.5,71.05,15.38,10.56,3.01
360813,F,35-44,16.81,12.11,3.93,8.46,21.92,0.02,25.3,13.62,3.5,3.09,23.74,41.66,25.04,18.06,7.64,4.83,2.92,59.63,38.27,57.49,78.29,12.28,32.4,40.35,45.31,71.54,76.42,61.24,47.61,33.67,25.76,16.35,18.03,68.99,28.08,40.23,20.83,10.33,2.55,9.47,18.92,10.41,61.5,1.46,19,26.07,35.8,19.14
795731,M,25-34,7.1,6.76,2.89,5.8,16.12,1.12,16.72,9.88,2.42,2.06,31.47,37.85,13.39,20.42,5.8,2.88,2.37,57.82,32.52,37.1,67.8,7.82,13.2,25.1,32.03,55.26,78.66,58.7,46.47,26.57,18.37,13.58,19.72,54.43,20.12,35.1,15.18,10.74,2.2,4.11,17.37,3.68,50.86,3.73,45.22,19.54,20.14,15.11
388856,M,55-64,2.85,7.75,15.53,3.83,37.42,18.32,2.19,11.19,1.67,1.36,5.58,32.99,60.14,27.74,4.78,0.76,3.32,43.8,53.26,29.53,50.43,11.36,6.07,33.23,24.94,63.3,86,76.47,49.99,32.46,28.5,17.06,16.25,41.36,15.59,28.61,28.08,17.02,2.41,2.75,15.21,2.73,44.47,2.07,96.77,1.98,1.08,0.16
952834,F,45-54,5.72,6.98,7.56,14.73,36.31,0.17,15.52,13.38,0.12,1.41,26.92,41.7,27.62,21.66,7.79,2.53,3.08,48.98,48.14,44.85,69.24,8.77,24.04,30.54,34.47,66.71,88.33,72.96,57.21,34.88,26.72,14.24,14.58,58.36,27,33.28,20,16.81,0.99,5.5,18.33,4.2,56.42,1.99,47.06,22.13,23.77,7.05
397029,F,55-64,2.32,4.83,6.29,9.44,25.85,7.37,10.7,10.82,0.58,1.41,23.73,40.53,29.23,28.37,7.98,1.54,2.81,37.4,60.32,29.51,60.32,6.8,6.3,21.59,24.91,62.2,89.25,75.58,57.9,27.8,21,13.43,14.42,49.56,13.74,29.87,17.87,13.09,1.64,2.9,14.26,1.78,50.02,1.32,73.71,14.37,10.55,1.37
724917,M,25-34,24.75,17.32,5.96,14.92,44.49,0.01,12.48,12.21,3,1.19,9.99,44.4,42.39,17.05,7.63,6.5,5.22,49.2,49.63,69.54,81.85,19.94,57.51,42.83,47.74,73.7,65.07,51.71,32.36,25.13,20.78,14.94,21.58,69.48,31.42,45.45,26.97,16.37,5.26,10.15,29.64,13.72,66.86,1.05,37.71,31.69,23.42,7.17
133572,F,18-24,29.86,17.05,1.14,7.11,13.79,0.01,24.02,13.63,13.33,4.9,26.06,49.2,12.34,13.07,4.27,6.42,3.2,54.76,38.99,59.39,77.35,12.09,65.2,42.98,47.28,61.21,66.51,34.69,33.16,21.32,14.4,12.98,26.93,69.35,33.78,44.3,18.44,12.13,2.86,6.55,27.1,22.55,58.08,1.44,31.69,26.2,24.63,17.48
362087,F,45-54,14.63,14.22,17.84,5.66,36.19,1.9,5.44,16.8,3.12,6.63,10.5,28.47,57.99,21.82,6.08,1.83,4.79,35.01,63.72,42.85,59.52,37.87,15.07,43.24,37.29,63.94,70.43,51.12,36.26,18.5,16.09,21.23,24.14,48.96,29.96,43.14,25.13,14.89,16.32,5.22,23.04,9.54,49.45,0.66,60.38,14.93,19.58,5.11
361782,M,45-54,8.17,6.42,3.07,2.48,18.85,0.22,14.09,27.64,2.42,9.24,21.5,41.86,20.53,14.92,3.68,1.4,3.07,53.8,38.87,40.72,62.21,13.16,17.97,44.44,35.54,62.99,74.53,56.15,43.03,36.51,25.1,15.67,19.87,55.61,26.88,32.98,23.62,11.71,3.76,3.05,9.16,4.45,43.18,2.59,38.21,28.08,22.54,11.17
91305,O,55-64,2.43,6.1,9.13,8.74,18.83,11.38,8.26,10.25,0.81,0.74,23.66,42.69,25.24,32.04,6.82,1.03,2.22,39.79,48.25,29.49,61.13,6.8,4.85,20.77,23.36,58.18,84.61,67.18,53.73,17.22,18.18,12.77,22.07,47.81,15.03,33.04,15.59,11.92,1.54,2.38,18.78,2.54,49.24,5.91,81.92,7.92,7.9,2.27
669615,F,45-54,5.45,6.28,12.24,3.38,25.07,26.68,3.28,9.99,7.17,2.09,12.89,35.23,49.02,21.39,4.01,0.8,4.34,38.74,57.3,33.7,59.16,11.56,7.29,36.19,26.71,60.24,81.88,69.66,47.35,21.58,18.02,17.07,16.93,49.37,21.28,32.5,24.04,13.9,5.38,3.76,15.04,3.56,44.67,1.39,72.52,11.12,13.02,3.34
508088,M,18-24,8.95,9.24,14.72,3.56,29.04,11.83,3.65,10.88,16.16,2.35,11.5,40.3,46.1,18.21,3.79,0.9,5.27,30.43,67.85,45.81,63.34,23.09,15.81,45.44,28.86,65.89,79.6,70.05,46.85,24.95,18.96,16.84,17.45,54.73,23.52,37.75,25.61,16.19,6.9,3.6,14.59,6.5,46.31,1.05,72.04,10.82,14.06,3.07
687559,F,45-54,7.18,6.24,6.5,3.45,22.82,0.08,12.81,39.01,0.36,6.08,21.17,42.19,27.36,18.97,4.85,1.57,5.13,39.72,57.25,42.42,61.37,15.96,16.56,44.88,35.64,62.79,72.4,64.09,46.39,33.21,25.95,14.8,19.04,56.88,24.18,31.36,25.7,14.05,3.76,6.45,11.29,2.93,45.42,1.82,59.86,26.48,10.63,3.03
437114,M,35-44,4.39,7.92,2.8,12.42,14.83,1.54,16.4,13.49,2.01,3.03,29.26,47.66,9.97,19.98,6.35,2.06,2.28,50.6,40.95,37.05,68.95,8.02,11.55,29.54,29.97,61.38,69.99,58.15,48.39,24.37,14.72,11.33,17,57.95,20.85,35.05,16.53,10.34,2.77,1.12,14.14,3.81,47.45,3.46,65.7,16.5,11.55,6.25
939284,M,18-24,9.5,8.99,7.66,2.05,16.7,3.64,3.59,5.95,58.78,0.43,2.48,34.6,61.03,20.36,12.29,1.55,6.94,21.01,78.6,48.24,69.44,28.07,17.28,41.95,33.64,60.42,57.29,43.82,28.35,16.25,14.04,15.6,21.95,62.07,30.08,38.69,24.55,12.77,25.1,4.35,21.18,2.56,59.45,0.21,84.93,7.75,6.23,1.09
502839,M,65-74,1.32,3.12,1.12,0.59,2.36,83.77,2.02,8.33,0.45,0.37,33.76,26.62,6.24,20.04,1.6,0.61,2.11,44.4,30.81,12.92,38.16,3.28,1.09,26.43,16.07,36.27,74.86,59.85,52,21.52,12.77,8.12,20.69,39.49,15.82,26.43,11.71,6.4,0.81,0.58,7.71,1.26,27.21,3.13,96.57,2.4,0.81,0.21
791271,M,65-74,5.26,7.84,13.32,3.27,22.62,28.76,3.05,11.65,6.74,2.12,14.82,40.76,41.04,21.23,3.2,0.71,4.07,35.14,61.82,37.36,59.06,16.03,8.61,40.65,26.63,63.32,83.37,72.09,50.59,23.35,19.11,15.26,17.4,50.66,20.2,33.8,23.24,14.6,3.77,2.75,11.61,5.65,41.79,1.43,71.69,9.76,14.88,3.67
379956,M,25-34,15.74,27.49,6.11,10.08,36.63,0.08,12.84,7.34,8.84,1.84,11.24,31.23,55.07,24.27,5.14,6.13,4.47,45.71,49.12,59.48,76.15,14.28,36.29,41.55,38.32,67.69,74.02,54.92,37.29,22.2,18.77,19.97,26.51,62.11,26.99,42.94,23.25,16.15,6.24,10.94,33.8,32.43,66.84,2.17,66.9,16.35,12.9,3.84
4126,O,55-64,5.22,5.38,8.3,4.48,18.44,31.19,4.08,24.06,1.76,3.05,24.54,41.19,23.62,17.47,2.11,0.76,3.44,48.62,44.83,26.64,54.88,10.9,7.43,36.27,27.53,61.04,83.62,66.9,50.51,25.93,17.32,8.02,17.48,47.63,20.33,29.19,19.96,12.08,1.83,3.58,9.05,5.15,33.18,2.35,66.23,14.53,15.86,3.38
464000,O,65-74,1.85,2.82,3.35,1.6,6.11,73.34,2.21,10.16,1.17,0.36,26.4,38.29,15.68,21.92,2.23,0.49,3.11,45.72,37.28,20.71,44.33,5.52,2.2,24.69,19.6,49.35,82.25,61.79,49.04,26.83,18.02,6.28,17.9,40.61,16.69,27.71,15.01,6.84,2.1,2.01,8.36,1.84,29.17,4.14,74.27,11.83,11.15,2.75
929027,M,18-24,31.13,15.56,12.73,4.79,35.54,0.07,8.47,17.94,13.78,2.06,9.66,46.24,42.51,14.04,5.03,1.21,6.22,30.86,66.39,65.15,70.52,34.96,53.03,58.7,38.92,70.13,70.37,59.34,38.28,26.54,20.69,17.5,19.96,64.98,32.82,45.43,29.6,15.9,10.87,6.43,20.33,13.54,57.52,1.31,85.12,9.02,4.98,0.88
25923,F,25-34,38.74,15.96,15.2,5.51,43.52,0.04,7.17,17.53,5.81,1.74,11.15,39.01,47.99,12.26,4.23,1.42,7.96,32.66,66.66,69.96,75.65,37.5,52.3,65.14,45.32,72.79,73.38,67.02,41.91,32.91,24.53,17.64,18.7,67.57,39.82,48.67,30.3,18.17,9.62,9.52,14.92,16.7,58.44,0.61,48.98,21.21,23.78,6.03
989470,F,65-74,7.63,6.76,11.25,3.33,31.23,9.2,5.76,17.15,6.92,5.53,14.15,30.68,49.55,18.98,4.32,1.23,3.67,47.31,44.1,38.77,57.89,15.35,12.49,34.91,29.38,59.01,79.41,57.01,40.24,21.82,16.86,14.9,20.95,48.84,25.25,33.43,23.67,13.72,3.41,7.36,15.98,4.72,43.47,2.07,79.75,10.64,7.22,2.4
604707,F,75+,1.86,2.73,1.71,0.64,4.28,72.91,2.53,6.46,2.91,0.57,27.92,33.06,14.22,17.33,2.77,0.51,2.48,41.33,34.01,19.43,41.86,5.32,4.4,27.9,18.84,44.83,83.65,62.39,51.69,27.31,16.63,8.75,15.63,43.53,25.58,27.65,14.31,7.51,1.99,0.97,6.26,1.61,30.64,2.92,85.78,7.35,5.37,1.5
93422,F,35-44,6.56,21.49,7.07,11.28,35.58,0.43,13.77,6.4,2.8,1.47,16.15,36.46,44.2,25.43,7,3.55,4.12,44.14,54.36,48.69,73.63,11.19,17.51,32.79,33.28,66.16,68.29,55.51,40.96,21.98,17.02,20.99,24.11,58.05,21.24,37.51,20.54,17.36,7.21,4.07,31.25,11.68,57.83,0.92,46.67,21.73,22.94,8.66
